,name,rating,department,feedback,school
560,Jonathan Baker,QUALITY4.316 ratings,Anthropology,100%,University of Hawaii at Manoa
561,James Wills,QUALITY2.48 ratings,Marketing,0%,University of Hawaii at Manoa
562,Clifford Clarke,QUALITY4.54 ratings,Communication,N/A,University of Hawaii at Manoa
563,Gregg Romano,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
564,Christopher Kelsey,QUALITY4.932 ratings,English,100%,University of Hawaii at Manoa
565,Roy Gal,QUALITY4.37 ratings,Astronomy,100%,University of Hawaii at Manoa
566,Erica Okada,QUALITY3.213 ratings,Business,N/A,University of Hawaii at Manoa
567,Keawe Lopes,QUALITY3.99 ratings,Hawaiian,100%,University of Hawaii at Manoa
568,N Losch,QUALITY3.02 ratings,Hawaiian,N/A,University of Hawaii at Manoa
569,Marie Kumabe,QUALITY4.99 ratings,Travel Industry,N/A,University of Hawaii at Manoa
570,Faith Milnes,QUALITY2.73 ratings,Fine Arts,N/A,University of Hawaii at Manoa
571,Rucci Aamodt,QUALITY4.521 ratings,Music,100%,University of Hawaii at Manoa
572,Stephen O'Harrow,QUALITY4.51 ratings,East Asian Lang. & Literature,N/A,University of Hawaii at Manoa
573,L Keawe,QUALITY4.412 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
574,Min Koo Choi,QUALITY4.53 ratings,Korean,N/A,University of Hawaii at Manoa
575,Dimal Disanayake,QUALITY4.82 ratings,Film,N/A,University of Hawaii at Manoa
576,Kenneth Kipnis,QUALITY3.528 ratings,Philosophy,N/A,University of Hawaii at Manoa
577,Ronaele Whittington,QUALITY2.716 ratings,Humanities,N/A,University of Hawaii at Manoa
578,Norma Fujise,QUALITY4.610 ratings,Nursing,N/A,University of Hawaii at Manoa
579,Fred Bail,QUALITY2.01 ratings,Education,N/A,University of Hawaii at Manoa
580,Barry Menikoff,QUALITY2.711 ratings,English,N/A,University of Hawaii at Manoa
581,Blake Hendrickson,QUALITY4.26 ratings,Speech,0%,University of Hawaii at Manoa
582,Hye-young Kwak,QUALITY0.00 ratings,Korean,N/A,University of Hawaii at Manoa
583,Erin Brown,QUALITY2.25 ratings,Speech,N/A,University of Hawaii at Manoa
584,Erica Clayton,QUALITY4.94 ratings,English,N/A,University of Hawaii at Manoa
585,Ania Wieczorek,QUALITY4.83 ratings,Agriculture,N/A,University of Hawaii at Manoa
586,Debbie Gundaya,QUALITY3.110 ratings,Economics,N/A,University of Hawaii at Manoa
587,Sheleigh Solis,QUALITY3.422 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
588,Sandra Sinclair,QUALITY3.87 ratings,Nursing,N/A,University of Hawaii at Manoa
589,Krista Hodges,QUALITY2.761 ratings,Sociology,7%,University of Hawaii at Manoa
590,Thomas Osborne,QUALITY4.44 ratings,Music,N/A,University of Hawaii at Manoa
591,Gavin Furukawa,QUALITY3.47 ratings,English Language Institute,N/A,University of Hawaii at Manoa
592,Katherine Aumer-Ryan,QUALITY4.224 ratings,Psychology,N/A,University of Hawaii at Manoa
593,John Cusick,QUALITY2.58 ratings,Geography,0%,University of Hawaii at Manoa
594,Don Drake,QUALITY4.514 ratings,Biology,80%,University of Hawaii at Manoa
595,Sachin Ruikar,QUALITY3.813 ratings,Information Science,100%,University of Hawaii at Manoa
596,Dennis Streveler,QUALITY2.810 ratings,Computer Science,100%,University of Hawaii at Manoa
597,A Seita,QUALITY0.00 ratings,Information Science,100%,University of Hawaii at Manoa
598,Rachel Mamiya,QUALITY4.525 ratings,Spanish,100%,University of Hawaii at Manoa
599,Mary Babcock,QUALITY4.013 ratings,Fine Arts,86%,University of Hawaii at Manoa
600,James Potemra,QUALITY4.77 ratings,Oceanography,100%,University of Hawaii at Manoa
601,Michael Gardner,QUALITY0.00 ratings,Asian Studies,N/A,University of Hawaii at Manoa
602,Veronica Hotton,QUALITY4.34 ratings,Geography,N/A,University of Hawaii at Manoa
603,Linda Dorn,QUALITY4.03 ratings,Film,N/A,University of Hawaii at Manoa
604,John Harrison,QUALITY0.00 ratings,Public Policy,N/A,University of Hawaii at Manoa
605,Suzanne Zeng,QUALITY4.23 ratings,East Asian Lang. & Literature,N/A,University of Hawaii at Manoa
606,Evan Yoshimura,QUALITY4.73 ratings,Mathematics,N/A,University of Hawaii at Manoa
607,Betty Tamayo,QUALITY4.84 ratings,Nursing,N/A,University of Hawaii at Manoa
608,Ritsuko Narita,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
609,Jessica Fine,QUALITY0.00 ratings,Spanish,N/A,University of Hawaii at Manoa
610,Jake Terrell,QUALITY4.617 ratings,Linguistics,100%,University of Hawaii at Manoa
611,Hazel Beh,QUALITY4.36 ratings,Law,100%,University of Hawaii at Manoa
612,James Viernes,QUALITY4.51 ratings,Pacific & Asian Studies,N/A,University of Hawaii at Manoa
613,Trang Phan,QUALITY1.84 ratings,Finance,N/A,University of Hawaii at Manoa
614,Leanne Sims,QUALITY3.513 ratings,English,100%,University of Hawaii at Manoa
615,Supachai Srisuchart,QUALITY2.33 ratings,Economics,N/A,University of Hawaii at Manoa
616,Richard Gazan,QUALITY3.19 ratings,Computer Science,N/A,University of Hawaii at Manoa
617,Uluwehi Hopkins,QUALITY5.04 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
618,Kai Gaspar,QUALITY4.816 ratings,English,N/A,University of Hawaii at Manoa
619,Christine Beaule,QUALITY4.317 ratings,Anthropology,100%,University of Hawaii at Manoa
620,Dina Yoshimi,QUALITY2.37 ratings,Japanese,25%,University of Hawaii at Manoa
621,Lufi Luteru,QUALITY3.64 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
622,Sorin Huh,QUALITY4.75 ratings,Korean,N/A,University of Hawaii at Manoa
623,R Luna,QUALITY5.03 ratings,Biology,N/A,University of Hawaii at Manoa
624,Jennifer Matayoshi,QUALITY4.564 ratings,Speech,88%,University of Hawaii at Manoa
625,Matthew Shores,QUALITY4.45 ratings,Japanese,N/A,University of Hawaii at Manoa
626,Lucy Jokiel,QUALITY2.86 ratings,Journalism,N/A,University of Hawaii at Manoa
627,Janice Uchida,QUALITY2.78 ratings,Environmental Studies,0%,University of Hawaii at Manoa
628,Marta Gonazalez-Lloret,QUALITY4.23 ratings,Spanish,N/A,University of Hawaii at Manoa
629,Bruce Suwa,QUALITY3.419 ratings,Hawaiian,N/A,University of Hawaii at Manoa
630,Spencer Leineweber,QUALITY3.39 ratings,Architecture,N/A,University of Hawaii at Manoa
631,Leonidas Doumas,QUALITY4.016 ratings,Psychology,N/A,University of Hawaii at Manoa
632,Kathryn Davis,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
633,Brandy Frazier,QUALITY4.229 ratings,Psychology,N/A,University of Hawaii at Manoa
634,Masumi Hamada,QUALITY4.110 ratings,Japanese,N/A,University of Hawaii at Manoa
635,Hye-Eun Kate Lee,QUALITY3.58 ratings,Speech,N/A,University of Hawaii at Manoa
636,Laxman Sharma,QUALITY4.73 ratings,Engineering,N/A,University of Hawaii at Manoa
637,Chanju Mun,QUALITY4.07 ratings,Philosophy,N/A,University of Hawaii at Manoa
638,Estelle Codier,QUALITY2.78 ratings,Nursing,N/A,University of Hawaii at Manoa
639,Megan Mount,QUALITY4.89 ratings,Music,N/A,University of Hawaii at Manoa
640,Wei Zhang,QUALITY4.312 ratings,Sociology,100%,University of Hawaii at Manoa
641,Lilia Omarouayache,QUALITY4.75 ratings,French,N/A,University of Hawaii at Manoa
642,Karen Meech,QUALITY1.96 ratings,Astronomy,N/A,University of Hawaii at Manoa
643,Ann Rayson,QUALITY5.01 ratings,English,N/A,University of Hawaii at Manoa
644,Kerri Cummins,QUALITY4.260 ratings,Zoology,50%,University of Hawaii at Manoa
645,Ying Liu,QUALITY4.213 ratings,Business,N/A,University of Hawaii at Manoa
646,Yoko Makishima,QUALITY4.79 ratings,Japanese,N/A,University of Hawaii at Manoa
647,Alan Stockton,QUALITY3.53 ratings,Astronomy,N/A,University of Hawaii at Manoa
648,Kimberly Brooks,QUALITY0.00 ratings,Travel Industry,N/A,University of Hawaii at Manoa
649,Blane Benevides,QUALITY4.84 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
650,Marcia Morgado,QUALITY4.05 ratings,Family Studies,N/A,University of Hawaii at Manoa
651,Kris Palagi,QUALITY4.013 ratings,Architecture,100%,University of Hawaii at Manoa
652,John Kupchik,QUALITY5.01 ratings,Linguistics,N/A,University of Hawaii at Manoa
653,Shu-Ling Wu,QUALITY4.05 ratings,Languages,N/A,University of Hawaii at Manoa
654,Kelly Merrill,QUALITY4.52 ratings,Education,N/A,University of Hawaii at Manoa
655,Eric Szarmes,QUALITY4.720 ratings,Physics,100%,University of Hawaii at Manoa
656,Reece Jones,QUALITY4.817 ratings,Geography,100%,University of Hawaii at Manoa
657,Luca MacChiarulo,QUALITY4.52 ratings,Engineering,N/A,University of Hawaii at Manoa
658,Feng Wu,QUALITY0.00 ratings,Business,N/A,University of Hawaii at Manoa
659,Aparajita Jeedigunta,QUALITY3.313 ratings,Women's Studies,N/A,University of Hawaii at Manoa
660,Archimedes Gatchalian,QUALITY3.510 ratings,Economics,N/A,University of Hawaii at Manoa
661,Patrick Ball,QUALITY4.79 ratings,Anthropology,N/A,University of Hawaii at Manoa
662,Robert Boller,QUALITY4.341 ratings,Communicology,N/A,University of Hawaii at Manoa
663,Lani Brown,QUALITY4.613 ratings,Family Studies,100%,University of Hawaii at Manoa
664,Kathryn Hoffman,QUALITY4.55 ratings,Literature,N/A,University of Hawaii at Manoa
665,Tom Gammarino,QUALITY4.79 ratings,English,N/A,University of Hawaii at Manoa
666,Phillip Drake,QUALITY4.98 ratings,English,N/A,University of Hawaii at Manoa
667,Pono Fernandez,QUALITY4.512 ratings,Hawaiian,N/A,University of Hawaii at Manoa
668,David Hunter,QUALITY2.816 ratings,Finance,0%,University of Hawaii at Manoa
669,Elise Thompson,QUALITY3.82 ratings,Nursing,N/A,University of Hawaii at Manoa
670,Maria Guerriero,QUALITY5.02 ratings,Nursing,N/A,University of Hawaii at Manoa
671,Jing Ai,QUALITY3.37 ratings,Finance,N/A,University of Hawaii at Manoa
672,Cliff Morden,QUALITY4.94 ratings,Botany,100%,University of Hawaii at Manoa
673,Michelle Manes,QUALITY4.715 ratings,Mathematics,100%,University of Hawaii at Manoa
674,Calvin Collins,QUALITY0.00 ratings,Art History,N/A,University of Hawaii at Manoa
675,Beei-Huan Chao,QUALITY4.36 ratings,Engineering,N/A,University of Hawaii at Manoa
676,Jill Dahlman,QUALITY3.039 ratings,English,0%,University of Hawaii at Manoa
677,Eileen Tamura,QUALITY4.06 ratings,Education,N/A,University of Hawaii at Manoa
678,Maiko Ikeda,QUALITY3.917 ratings,Japanese,80%,University of Hawaii at Manoa
679,Eun Ho Kim,QUALITY4.83 ratings,Korean,N/A,University of Hawaii at Manoa
680,Heisoon Yang,QUALITY3.53 ratings,Korean,N/A,University of Hawaii at Manoa
681,Chiara Bauzulli,QUALITY4.52 ratings,Languages,N/A,University of Hawaii at Manoa
682,James Hafford,QUALITY3.914 ratings,Linguistics,N/A,University of Hawaii at Manoa
683,Dana Davidson,QUALITY4.04 ratings,Family Studies,N/A,University of Hawaii at Manoa
684,Ida Yoshinaga,QUALITY4.529 ratings,English,72%,University of Hawaii at Manoa
685,"Karyn ""Mo"" Wells",QUALITY3.98 ratings,American Studies,100%,University of Hawaii at Manoa
686,James Douglas,QUALITY2.23 ratings,Biology,N/A,University of Hawaii at Manoa
687,Kazue Kanno,QUALITY4.95 ratings,Japanese,100%,University of Hawaii at Manoa
688,Nina Etkin,QUALITY0.00 ratings,Anthropology,N/A,University of Hawaii at Manoa
689,Tyler Salvo,QUALITY4.55 ratings,Spanish,N/A,University of Hawaii at Manoa
690,Justin Kam,QUALITY0.00 ratings,Athletics,N/A,University of Hawaii at Manoa
691,Justin Kam,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
692,Pahole Sookkasikon,QUALITY0.00 ratings,Asian Studies,N/A,University of Hawaii at Manoa
693,Kristin McAndrews,QUALITY3.723 ratings,English,50%,University of Hawaii at Manoa
694,Richard Day,QUALITY3.26 ratings,Languages,100%,University of Hawaii at Manoa
695,Jinhyun Jun,QUALITY4.25 ratings,Travel Industry,67%,University of Hawaii at Manoa
696,Geoffrey Mathews,QUALITY2.923 ratings,Astronomy,19%,University of Hawaii at Manoa
697,Jeffrey Gillis,QUALITY3.44 ratings,Geology,N/A,University of Hawaii at Manoa
698,Dwight Hopkins,QUALITY0.00 ratings,Religion,N/A,University of Hawaii at Manoa
699,Anna Gleisberg,QUALITY4.79 ratings,English,N/A,University of Hawaii at Manoa
700,Hui Jiang,QUALITY3.38 ratings,East Asian Lang. & Literature,N/A,University of Hawaii at Manoa
701,Stuart Harten,QUALITY5.02 ratings,History,N/A,University of Hawaii at Manoa
702,Ann Bayer,QUALITY5.02 ratings,Education,N/A,University of Hawaii at Manoa
703,William Yu,QUALITY0.00 ratings,Korean,N/A,University of Hawaii at Manoa
704,Francoise Robert,QUALITY2.01 ratings,Biology,N/A,University of Hawaii at Manoa
705,Alex Bergo,QUALITY2.94 ratings,Communication,N/A,University of Hawaii at Manoa
706,Paula Morelli,QUALITY5.01 ratings,Social Work,N/A,University of Hawaii at Manoa
707,Rowan Gard,QUALITY5.01 ratings,Anthropology,N/A,University of Hawaii at Manoa
708,Patricia Halagao,QUALITY4.75 ratings,Education,N/A,University of Hawaii at Manoa
709,Bruce Houghton,QUALITY4.51 ratings,Geology,N/A,University of Hawaii at Manoa
710,Bjoern Kjos-Hanssen,QUALITY2.217 ratings,Mathematics,40%,University of Hawaii at Manoa
711,Steven Itoga,QUALITY0.00 ratings,Computer Science,N/A,University of Hawaii at Manoa
712,Ilia Roussev,QUALITY4.73 ratings,Astronomy,N/A,University of Hawaii at Manoa
713,Adriana Diaz,QUALITY1.01 ratings,Spanish,N/A,University of Hawaii at Manoa
714,Brad Nakamura,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
715,Rikki Hickey,QUALITY4.05 ratings,Theater,N/A,University of Hawaii at Manoa
716,Joseph Cardinale,QUALITY4.316 ratings,English,N/A,University of Hawaii at Manoa
717,Farshad Rajabipour,QUALITY5.01 ratings,Engineering,N/A,University of Hawaii at Manoa
718,Rawitawan Pulam,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
719,Alvin Lim,QUALITY4.73 ratings,Political Science,N/A,University of Hawaii at Manoa
720,David Maine,QUALITY3.89 ratings,English,N/A,University of Hawaii at Manoa
721,John Laimana,QUALITY4.04 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
722,Esther HU,QUALITY3.28 ratings,Astronomy,N/A,University of Hawaii at Manoa
723,B.J. Awa,QUALITY3.77 ratings,Economics,0%,University of Hawaii at Manoa
724,Hikari Nishida,QUALITY5.07 ratings,Japanese,N/A,University of Hawaii at Manoa
725,QI Chen,QUALITY3.08 ratings,Geography,50%,University of Hawaii at Manoa
726,Zachary Tomashosky,QUALITY3.83 ratings,French,N/A,University of Hawaii at Manoa
727,BJ Awa,QUALITY4.54 ratings,Economics,N/A,University of Hawaii at Manoa
728,Holly Kim,QUALITY4.95 ratings,French,N/A,University of Hawaii at Manoa
729,Byron Yasui,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
730,Cynthia Ning,QUALITY4.37 ratings,Asian Studies,N/A,University of Hawaii at Manoa
731,David Vicic,QUALITY2.440 ratings,Chemistry,N/A,University of Hawaii at Manoa
732,Rhian Waller,QUALITY4.01 ratings,Oceanography,N/A,University of Hawaii at Manoa
733,David Griffith,QUALITY4.51 ratings,Theater,N/A,University of Hawaii at Manoa
734,Stephen Itoga,QUALITY1.33 ratings,Computer Science,N/A,University of Hawaii at Manoa
735,Karen Huang,QUALITY5.01 ratings,Linguistics,N/A,University of Hawaii at Manoa
736,In Mei Sou,QUALITY1.82 ratings,Engineering,N/A,University of Hawaii at Manoa
737,Peter Mataira,QUALITY4.84 ratings,Social Work,N/A,University of Hawaii at Manoa
738,Sarah Hadmack,QUALITY4.613 ratings,Religion,N/A,University of Hawaii at Manoa
739,Stephen Niles,QUALITY4.15 ratings,Fine Arts,N/A,University of Hawaii at Manoa
740,Hosam Dakhakhni,QUALITY5.01 ratings,Accounting,N/A,University of Hawaii at Manoa
741,Francisco Brignole,QUALITY4.03 ratings,Spanish,N/A,University of Hawaii at Manoa
742,Jawee Perla,QUALITY2.82 ratings,Linguistics,100%,University of Hawaii at Manoa
743,Alexander Gottlieb,QUALITY4.112 ratings,Mathematics,N/A,University of Hawaii at Manoa
744,Hiro Saito,QUALITY4.210 ratings,Sociology,N/A,University of Hawaii at Manoa
745,Aleksandar Kavcic,QUALITY2.88 ratings,Engineering,N/A,University of Hawaii at Manoa
746,Mari Ono,QUALITY0.00 ratings,Social Work,N/A,University of Hawaii at Manoa
747,Joel Fischer,QUALITY0.00 ratings,Social Work,N/A,University of Hawaii at Manoa
748,Raquel Avila,QUALITY5.01 ratings,French,N/A,University of Hawaii at Manoa
749,Wagner Awa,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
750,Kathryn Hoffmann,QUALITY0.00 ratings,French,100%,University of Hawaii at Manoa
751,Daniel Randerson,QUALITY4.84 ratings,Theater,N/A,University of Hawaii at Manoa
752,Robert Benham,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
753,Hope Jahren,QUALITY5.01 ratings,Geology,N/A,University of Hawaii at Manoa
754,Joyce Hwang,QUALITY2.613 ratings,Travel Industry,N/A,University of Hawaii at Manoa
755,Keita Fukushima,QUALITY1.94 ratings,Physics,N/A,University of Hawaii at Manoa
756,Jennifer Chandler,QUALITY3.94 ratings,Business,N/A,University of Hawaii at Manoa
757,Frank Haas,QUALITY2.51 ratings,Travel Industry,N/A,University of Hawaii at Manoa
758,Moti Chapagain,QUALITY0.00 ratings,Medicine,N/A,University of Hawaii at Manoa
759,Lani Starkey,QUALITY4.85 ratings,Finance,N/A,University of Hawaii at Manoa
760,Corilee Watters,QUALITY4.35 ratings,Food Science,N/A,University of Hawaii at Manoa
761,Willie Marshall,QUALITY5.01 ratings,Nursing,N/A,University of Hawaii at Manoa
762,Christopher Norton,QUALITY0.00 ratings,Anthropology,N/A,University of Hawaii at Manoa
763,Herve Collin,QUALITY4.51 ratings,Physics,N/A,University of Hawaii at Manoa
764,William Chain,QUALITY4.627 ratings,Chemistry,N/A,University of Hawaii at Manoa
765,Gary Varner,QUALITY2.07 ratings,Physics,0%,University of Hawaii at Manoa
766,Keri Fehrenbach,QUALITY2.58 ratings,Speech,N/A,University of Hawaii at Manoa
767,Diane Masuo,QUALITY2.322 ratings,Family Studies,12%,University of Hawaii at Manoa
768,Byong Lee,QUALITY2.03 ratings,Music,0%,University of Hawaii at Manoa
769,Keith Fong,QUALITY3.19 ratings,Biochemistry,N/A,University of Hawaii at Manoa
770,Irina Velicu,QUALITY1.01 ratings,Political Science,N/A,University of Hawaii at Manoa
771,Nate Brown,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
772,Alex Rhinehart,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
773,Gordana Kostich,QUALITY0.00 ratings,Architecture,N/A,University of Hawaii at Manoa
774,Luca Onnis,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
775,Shan Lan,QUALITY4.51 ratings,East Asian Lang. & Literature,N/A,University of Hawaii at Manoa
776,Geoff Patterson,QUALITY5.08 ratings,Mathematics,N/A,University of Hawaii at Manoa
777,Barbara Matthews,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
778,Barbara Kooker,QUALITY2.51 ratings,Nursing,N/A,University of Hawaii at Manoa
779,Aaron Creller,QUALITY4.512 ratings,Philosophy,100%,University of Hawaii at Manoa
780,Eric Gaidos,QUALITY4.09 ratings,Geology,100%,University of Hawaii at Manoa
781,Brent Rubio,QUALITY4.819 ratings,Chemistry,N/A,University of Hawaii at Manoa
782,Yuma Totani,QUALITY4.45 ratings,History,100%,University of Hawaii at Manoa
783,Eric Umemoto,QUALITY3.424 ratings,Biology,55%,University of Hawaii at Manoa
784,Eun Bum Cho,QUALITY0.00 ratings,Management,N/A,University of Hawaii at Manoa
785,Paul Beaumont,QUALITY4.52 ratings,Chemistry,N/A,University of Hawaii at Manoa
786,Katie Drager,QUALITY3.34 ratings,Linguistics,N/A,University of Hawaii at Manoa
787,Alexandra Springer,QUALITY4.33 ratings,Sociology,N/A,University of Hawaii at Manoa
788,Jason Michael Adams,QUALITY0.00 ratings,Political Science,N/A,University of Hawaii at Manoa
789,Jason Adams,QUALITY5.01 ratings,Political Science,N/A,University of Hawaii at Manoa
790,Keao Nesmith,QUALITY4.26 ratings,Hawaiian,100%,University of Hawaii at Manoa
791,Margaret South,QUALITY0.00 ratings,Academy for Creative Media,N/A,University of Hawaii at Manoa
792,Kyle Takaki,QUALITY4.33 ratings,Philosophy,N/A,University of Hawaii at Manoa
793,Gareth Wynn-Williams,QUALITY2.95 ratings,Astronomy,N/A,University of Hawaii at Manoa
794,Hunter Hatfield,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
795,Alexander Vovin,QUALITY3.93 ratings,Japanese,100%,University of Hawaii at Manoa
796,James Collins,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
797,Jennifer Kearns,QUALITY4.01 ratings,Education,100%,University of Hawaii at Manoa
798,Dusko Pavlovic,QUALITY3.02 ratings,Computer Science,50%,University of Hawaii at Manoa
799,Kathleen Lewis,QUALITY0.00 ratings,Hawaiian,N/A,University of Hawaii at Manoa
800,Leora Kava,QUALITY4.88 ratings,English,100%,University of Hawaii at Manoa
801,Zoia Stoytcheva,QUALITY4.01 ratings,Honors,100%,University of Hawaii at Manoa
802,Anna Pruitt,QUALITY4.33 ratings,Psychology,100%,University of Hawaii at Manoa
803,Aaron Hunger,QUALITY3.02 ratings,Political Science,0%,University of Hawaii at Manoa
804,Hui HE,QUALITY3.54 ratings,Economics,N/A,University of Hawaii at Manoa
805,Lukasz Grabarek,QUALITY3.517 ratings,Mathematics,100%,University of Hawaii at Manoa
806,Amy Wisner,QUALITY4.97 ratings,Speech,N/A,University of Hawaii at Manoa
807,Maria Stewart,QUALITY4.821 ratings,Nutrition,N/A,University of Hawaii at Manoa
808,Emilio Herrero,QUALITY3.93 ratings,Geology,50%,University of Hawaii at Manoa
809,Isabella Tobin,QUALITY4.56 ratings,Mathematics,100%,University of Hawaii at Manoa
810,Lindsay Mochkatel,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
811,Ava Fedorov,QUALITY5.01 ratings,Fine Arts,100%,University of Hawaii at Manoa
812,Alexander Gitter,QUALITY0.00 ratings,History,N/A,University of Hawaii at Manoa
813,Nandini Chandra,QUALITY4.312 ratings,English,92%,University of Hawaii at Manoa
814,Theresa Lock,QUALITY2.84 ratings,Education,25%,University of Hawaii at Manoa
815,Ali Musleh,QUALITY4.86 ratings,Political Science,100%,University of Hawaii at Manoa
816,Joseph Harroff,QUALITY4.310 ratings,Philosophy,88%,University of Hawaii at Manoa
817,Marina George,QUALITY5.01 ratings,Art History,100%,University of Hawaii at Manoa
818,Allison Rieser,QUALITY2.83 ratings,Geography,N/A,University of Hawaii at Manoa
819,Marc Lizama,QUALITY1.52 ratings,Travel Industry,34%,University of Hawaii at Manoa
820,Keith Bettinger,QUALITY4.01 ratings,Geography,N/A,University of Hawaii at Manoa
821,Cristina Bacchilega,QUALITY5.06 ratings,English,N/A,University of Hawaii at Manoa
822,Makena Coffman,QUALITY3.32 ratings,Urban Planning,N/A,University of Hawaii at Manoa
823,Priyam Das,QUALITY4.96 ratings,Urban Planning,100%,University of Hawaii at Manoa
824,Wendy Yamashita,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
825,Skylar Powell,QUALITY4.94 ratings,Business,N/A,University of Hawaii at Manoa
826,Brian Bilsky,QUALITY4.45 ratings,Women's Studies,N/A,University of Hawaii at Manoa
827,Abbie Neves,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
828,Adrianna Deise,QUALITY5.01 ratings,Nursing,N/A,University of Hawaii at Manoa
829,Dana Ing,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
830,Jason Kumar,QUALITY3.52 ratings,Physics,100%,University of Hawaii at Manoa
831,Laura Gershuni,QUALITY5.013 ratings,Travel Industry,100%,University of Hawaii at Manoa
832,Virginia Bennett,QUALITY2.64 ratings,Literature,N/A,University of Hawaii at Manoa
833,Bobby Ramsey,QUALITY3.52 ratings,Mathematics,N/A,University of Hawaii at Manoa
834,Pavlina Lutfey,QUALITY2.32 ratings,Music,N/A,University of Hawaii at Manoa
835,Oh Kyoungwon,QUALITY4.52 ratings,East Asian Lang. & Literature,N/A,University of Hawaii at Manoa
836,Mary Walworth,QUALITY4.84 ratings,Linguistics,N/A,University of Hawaii at Manoa
837,Michele Hamada,QUALITY5.04 ratings,Speech,N/A,University of Hawaii at Manoa
838,Donald Blakely,QUALITY0.00 ratings,Philosophy,N/A,University of Hawaii at Manoa
839,Emilio Ganitano,QUALITY0.00 ratings,Medicine,N/A,University of Hawaii at Manoa
840,Meejeong Park,QUALITY5.01 ratings,Korean,N/A,University of Hawaii at Manoa
841,Soo-Jung Youn,QUALITY0.00 ratings,English Language Institute,N/A,University of Hawaii at Manoa
842,Matt Judd,QUALITY2.73 ratings,Chemistry,N/A,University of Hawaii at Manoa
843,Stephen Parrish,QUALITY5.02 ratings,Chemistry,100%,University of Hawaii at Manoa
844,Frank Walton,QUALITY3.55 ratings,Education,N/A,University of Hawaii at Manoa
845,Eriza Bareng,QUALITY5.03 ratings,American Studies,N/A,University of Hawaii at Manoa
846,Helen Saar,QUALITY0.00 ratings,Business,N/A,University of Hawaii at Manoa
847,Luis Elias,QUALITY3.03 ratings,Physics,N/A,University of Hawaii at Manoa
848,Sang Gu Kang,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
849,Neil Frazer,QUALITY1.73 ratings,Geology,0%,University of Hawaii at Manoa
850,Bobbi Carlson,QUALITY3.51 ratings,Psychology,N/A,University of Hawaii at Manoa
851,David McClain,QUALITY2.916 ratings,Economics,50%,University of Hawaii at Manoa
852,Eusin Kim,QUALITY0.00 ratings,Business,N/A,University of Hawaii at Manoa
853,Carolyn Constantin,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
854,Mehana Vaughn,QUALITY3.83 ratings,Natural Resources,67%,University of Hawaii at Manoa
855,Prabath Silva,QUALITY1.122 ratings,Mathematics,0%,University of Hawaii at Manoa
856,Marie Brown,QUALITY3.914 ratings,English,50%,University of Hawaii at Manoa
857,Kazuo Sugihara,QUALITY2.042 ratings,Computer Science,40%,University of Hawaii at Manoa
858,Achilles Beros,QUALITY4.518 ratings,Mathematics,100%,University of Hawaii at Manoa
859,Jeffrey Lyons,QUALITY3.99 ratings,Mathematics,89%,University of Hawaii at Manoa
860,Richard Pratt,QUALITY5.01 ratings,Continuing Education,N/A,University of Hawaii at Manoa
861,Kristie Matsuyama,QUALITY3.84 ratings,Nursing,N/A,University of Hawaii at Manoa
862,Michael Liu,QUALITY4.33 ratings,Astronomy,0%,University of Hawaii at Manoa
863,Meng Zhao,QUALITY0.00 ratings,Communication,N/A,University of Hawaii at Manoa
864,Brian Cassity,QUALITY0.00 ratings,History,N/A,University of Hawaii at Manoa
865,Lisa Yanagi,QUALITY4.08 ratings,Kinesiology,50%,University of Hawaii at Manoa
866,Brenden Burk,QUALITY4.51 ratings,Sociology,N/A,University of Hawaii at Manoa
